taxon,average_distance,comparison,sample_id
718252,10.108393970722737,D-2 vs 12-0,D-2
742726,9.3527233317693,D-2 vs 12-0,D-2
742733,6.05796480378662,D-2 vs 12-0,D-2
748224,15.227767108674579,D-2 vs 12-0,D-2
742740,3.303716399432699,D-2 vs 12-0,D-2
742741,3.995433377895867,D-2 vs 12-0,D-2
762968,6.52940847415303,D-2 vs 12-0,D-2
862965,11.163265437479854,D-2 vs 12-0,D-2
762982,13.864365459252085,D-2 vs 12-0,D-2
762984,8.063065088694497,D-2 vs 12-0,D-2
888048,4.475191842621575,D-2 vs 12-0,D-2
818,7.0905398202242464,D-2 vs 12-0,D-2
997884,12.141177259224552,D-2 vs 12-0,D-2
999410,3.6963035075896116,D-2 vs 12-0,D-2
435591,6.370679611521998,D-2 vs 12-0,D-2
470145,10.885311730151454,D-2 vs 12-0,D-2
457424,8.071407253797437,D-2 vs 12-0,D-2
484018,7.918154427454672,D-2 vs 12-0,D-2
469589,6.309872078677395,D-2 vs 12-0,D-2
483216,12.836903882039284,D-2 vs 12-0,D-2
665953,12.822299903861667,D-2 vs 12-0,D-2
763034,5.6763528389283495,D-2 vs 12-0,D-2
1077285,9.23273624012004,D-2 vs 12-0,D-2
1203465,4.176030023388469,D-2 vs 12-0,D-2
1203610,3.5667243865990663,D-2 vs 12-0,D-2
1235789,3.487754505327998,D-2 vs 12-0,D-2
295405,4.888296369079466,D-2 vs 12-0,D-2
272559,3.543773527881237,D-2 vs 12-0,D-2
471870,4.516912070276124,D-2 vs 12-0,D-2
742727,6.973361931887777,D-2 vs 12-0,D-2
457392,4.068954318558616,D-2 vs 12-0,D-2
537006,7.101134839791546,D-2 vs 12-0,D-2
537012,3.5301663451509304,D-2 vs 12-0,D-2
1122992,5.349002599149868,D-2 vs 12-0,D-2
862962,5.396709715591286,D-2 vs 12-0,D-2
679189,5.703609105890778,D-2 vs 12-0,D-2
563192,8.17777030016531,D-2 vs 12-0,D-2
742821,2.9333992965532376,D-2 vs 12-0,D-2
742817,5.677216616894102,D-2 vs 12-0,D-2
868129,3.0580900869143557,D-2 vs 12-0,D-2
626522,1.9642442822753243,D-2 vs 12-0,D-2
450749,4.652799293080827,D-2 vs 12-0,D-2
457416,4.676725357972059,D-2 vs 12-0,D-2
479436,4.58645246796085,D-2 vs 12-0,D-2
866776,3.3696805063721,D-2 vs 12-0,D-2
546273,6.0405692104579645,D-2 vs 12-0,D-2
1282887,2.4743977202276968,D-2 vs 12-0,D-2
1123313,0.4259345869212422,D-2 vs 12-0,D-2
1150460,0.4259345869212422,D-2 vs 12-0,D-2
1121114,0.4259345869212422,D-2 vs 12-0,D-2
1121333,0.4259345869212422,D-2 vs 12-0,D-2
1123263,0.4259345869212422,D-2 vs 12-0,D-2
1122975,0.4259345869212422,D-2 vs 12-0,D-2
1042156,0.4259345869212422,D-2 vs 12-0,D-2
1384484,0.4259345869212422,D-2 vs 12-0,D-2
1410647,0.4259345869212422,D-2 vs 12-0,D-2
205913,0.4259345869212422,D-2 vs 12-0,D-2
398513,0.4259345869212422,D-2 vs 12-0,D-2
213810,0.4259345869212422,D-2 vs 12-0,D-2
206672,0.4259345869212422,D-2 vs 12-0,D-2
349741,0.4259345869212422,D-2 vs 12-0,D-2
391904,0.4259345869212422,D-2 vs 12-0,D-2
411490,0.4259345869212422,D-2 vs 12-0,D-2
478749,0.4259345869212422,D-2 vs 12-0,D-2
484020,0.4259345869212422,D-2 vs 12-0,D-2
518635,0.4259345869212422,D-2 vs 12-0,D-2
525362,0.4259345869212422,D-2 vs 12-0,D-2
525259,0.4259345869212422,D-2 vs 12-0,D-2
537013,0.4259345869212422,D-2 vs 12-0,D-2
547043,0.4259345869212422,D-2 vs 12-0,D-2
537937,0.4259345869212422,D-2 vs 12-0,D-2
552396,0.4259345869212422,D-2 vs 12-0,D-2
565040,0.4259345869212422,D-2 vs 12-0,D-2
566552,0.4259345869212422,D-2 vs 12-0,D-2
565042,0.4259345869212422,D-2 vs 12-0,D-2
626939,0.4259345869212422,D-2 vs 12-0,D-2
657308,0.4259345869212422,D-2 vs 12-0,D-2
658659,0.4259345869212422,D-2 vs 12-0,D-2
702459,0.4259345869212422,D-2 vs 12-0,D-2
742725,0.4259345869212422,D-2 vs 12-0,D-2
759350,0.4259345869212422,D-2 vs 12-0,D-2
883062,0.4259345869212422,D-2 vs 12-0,D-2
904306,0.4259345869212422,D-2 vs 12-0,D-2
999412,0.4259345869212422,D-2 vs 12-0,D-2
890402,0.4259345869212422,D-2 vs 12-0,D-2
1121111,0.4259345869212422,D-2 vs 12-0,D-2
1042403,0.4259345869212422,D-2 vs 12-0,D-2
999413,0.4259345869212422,D-2 vs 12-0,D-2
1121334,0.4259345869212422,D-2 vs 12-0,D-2
1121344,0.4259345869212422,D-2 vs 12-0,D-2
1410645,0.4259345869212422,D-2 vs 12-0,D-2
272621,0.4259345869212422,D-2 vs 12-0,D-2
264199,0.4259345869212422,D-2 vs 12-0,D-2
442563,0.4259345869212422,D-2 vs 12-0,D-2
428126,0.4259345869212422,D-2 vs 12-0,D-2
445975,0.4259345869212422,D-2 vs 12-0,D-2
479437,0.4259345869212422,D-2 vs 12-0,D-2
525306,0.4259345869212422,D-2 vs 12-0,D-2
552531,0.4259345869212422,D-2 vs 12-0,D-2
555970,0.4259345869212422,D-2 vs 12-0,D-2
568703,0.4259345869212422,D-2 vs 12-0,D-2
556270,0.4259345869212422,D-2 vs 12-0,D-2
573236,0.4259345869212422,D-2 vs 12-0,D-2
568816,0.4259345869212422,D-2 vs 12-0,D-2
580050,0.4259345869212422,D-2 vs 12-0,D-2
742729,0.4259345869212422,D-2 vs 12-0,D-2
641112,0.4259345869212422,D-2 vs 12-0,D-2
903814,0.4259345869212422,D-2 vs 12-0,D-2
904,0.4259345869212422,D-2 vs 12-0,D-2
697329,0.4259345869212422,D-2 vs 12-0,D-2
1203540,0.4259345869212422,D-2 vs 12-0,D-2
1122981,0.4259345869212422,D-2 vs 12-0,D-2
1336236,0.4259345869212422,D-2 vs 12-0,D-2
354242,0.4259345869212422,D-2 vs 12-0,D-2
1235811,0.4259345869212422,D-2 vs 12-0,D-2
326426,0.4259345869212422,D-2 vs 12-0,D-2
888833,0.4259345869212422,D-2 vs 12-0,D-2
1899017,0.4259345869212422,D-2 vs 12-0,D-2
525279,0.4259345869212422,D-2 vs 12-0,D-2
1156431,0.4259345869212422,D-2 vs 12-0,D-2
1156433,0.4259345869212422,D-2 vs 12-0,D-2
742818,0.4259345869212422,D-2 vs 12-0,D-2
1121130,10.342499625077009,D-3 vs 16-0,D-3
1122975,2.7873095222150686,D-3 vs 16-0,D-3
1002367,7.467848963990969,D-3 vs 16-0,D-3
1121101,5.12230353101807,D-3 vs 16-0,D-3
1121100,15.180972932946247,D-3 vs 16-0,D-3
1121115,7.557036095722809,D-3 vs 16-0,D-3
1160721,17.712094146074385,D-3 vs 16-0,D-3
1410647,3.0984528502080875,D-3 vs 16-0,D-3
1203611,12.863994310452815,D-3 vs 16-0,D-3
1256908,6.425061462628595,D-3 vs 16-0,D-3
1408437,4.231834888354455,D-3 vs 16-0,D-3
1437612,8.80032631103236,D-3 vs 16-0,D-3
1203606,2.8485182908655737,D-3 vs 16-0,D-3
1322347,4.012701596183751,D-3 vs 16-0,D-3
213810,2.2790427730017617,D-3 vs 16-0,D-3
347253,8.327815461479261,D-3 vs 16-0,D-3
367928,7.076003373746195,D-3 vs 16-0,D-3
411459,4.672083868898328,D-3 vs 16-0,D-3
226186,10.30506372526403,D-3 vs 16-0,D-3
411461,8.728040043335406,D-3 vs 16-0,D-3
411460,4.157125671390604,D-3 vs 16-0,D-3
411462,8.50077271891654,D-3 vs 16-0,D-3
411467,5.31804472128749,D-3 vs 16-0,D-3
411463,13.306294326665158,D-3 vs 16-0,D-3
411473,3.7768140435304005,D-3 vs 16-0,D-3
411471,6.43500488520305,D-3 vs 16-0,D-3
411468,3.758101054316403,D-3 vs 16-0,D-3
411469,4.497275446862121,D-3 vs 16-0,D-3
411474,1.9669683503121846,D-3 vs 16-0,D-3
411475,9.445380393539558,D-3 vs 16-0,D-3
411470,5.27077744202548,D-3 vs 16-0,D-3
411477,16.655262066204294,D-3 vs 16-0,D-3
411476,14.396987901060054,D-3 vs 16-0,D-3
411479,13.483636428618397,D-3 vs 16-0,D-3
411483,10.691408264811106,D-3 vs 16-0,D-3
411485,9.709863478334864,D-3 vs 16-0,D-3
411484,5.596567355067676,D-3 vs 16-0,D-3
411486,7.872663292935149,D-3 vs 16-0,D-3
411901,11.575317479677215,D-3 vs 16-0,D-3
411487,3.734512926533731,D-3 vs 16-0,D-3
411489,6.800036372033167,D-3 vs 16-0,D-3
411902,6.216083194587972,D-3 vs 16-0,D-3
411903,5.7708175031050075,D-3 vs 16-0,D-3
428125,3.5671842832157976,D-3 vs 16-0,D-3
428127,2.4070996136096556,D-3 vs 16-0,D-3
445970,14.16596244510211,D-3 vs 16-0,D-3
445972,4.534729614380294,D-3 vs 16-0,D-3
428128,4.55109391000517,D-3 vs 16-0,D-3
445973,4.13851871729552,D-3 vs 16-0,D-3
435590,19.529666110588096,D-3 vs 16-0,D-3
449673,13.479507528121133,D-3 vs 16-0,D-3
457387,7.364253852018807,D-3 vs 16-0,D-3
457388,9.78677771655498,D-3 vs 16-0,D-3
457390,10.045783148337547,D-3 vs 16-0,D-3
457391,9.713809006108171,D-3 vs 16-0,D-3
457393,10.78353129659669,D-3 vs 16-0,D-3
457412,6.717456124629531,D-3 vs 16-0,D-3
457394,10.956632170311439,D-3 vs 16-0,D-3
457395,9.746259283524584,D-3 vs 16-0,D-3
457421,2.7603958569521474,D-3 vs 16-0,D-3
469585,8.217437434571467,D-3 vs 16-0,D-3
469588,8.144792121566633,D-3 vs 16-0,D-3
469590,11.51849329328759,D-3 vs 16-0,D-3
469591,7.17742567164669,D-3 vs 16-0,D-3
469592,7.289275013382737,D-3 vs 16-0,D-3
469593,11.313628572284042,D-3 vs 16-0,D-3
469596,2.644981313020851,D-3 vs 16-0,D-3
470146,6.105897814329323,D-3 vs 16-0,D-3
471875,8.269238955633767,D-3 vs 16-0,D-3
476272,4.095059903252765,D-3 vs 16-0,D-3
