taxon,donor_subject,donor_abundance
742741,FAT_DON_11,6137.974246760215
742742,FAT_DON_11,243.23322005496064
742743,FAT_DON_11,154.92004296299675
742766,FAT_DON_11,26.70446950961562
742816,FAT_DON_11,50.794209525836756
742817,FAT_DON_11,738.0840285970793
742818,FAT_DON_11,124.87524056932592
742820,FAT_DON_11,287.25189652167404
742821,FAT_DON_11,23.36273972240359
743710,FAT_DON_11,6.115961873126468
743719,FAT_DON_11,38.292438040270646
748224,FAT_DON_11,222926.0212631227
749219,FAT_DON_11,1.131309979283193
749518,FAT_DON_11,82.19067286787212
752555,FAT_DON_11,33.15419124397406
754252,FAT_DON_11,14.944482092008164
758678,FAT_DON_11,33.04023498477183
759350,FAT_DON_11,933.4671139285985
762376,FAT_DON_11,12.34074754059075
762948,FAT_DON_11,16.422702887854516
762966,FAT_DON_11,20328.08411830151
762967,FAT_DON_11,11.079324797314802
762968,FAT_DON_11,848456.7933166024
762982,FAT_DON_11,70584.32660071221
762983,FAT_DON_11,6.7738884822117695
762984,FAT_DON_11,2471.2735732922806
763034,FAT_DON_11,6210.142047255623
767029,FAT_DON_11,36.14073163599565
767031,FAT_DON_11,215.3677827057094
768486,FAT_DON_11,9.867871880419289
862514,FAT_DON_11,4.982458725037663
862962,FAT_DON_11,5509.412705810583
862965,FAT_DON_11,8568.217891100647
863767,FAT_DON_11,27.224899525140092
864566,FAT_DON_11,1.6745422594155432
866499,FAT_DON_11,110.87914684696007
866771,FAT_DON_11,564.3970826593801
866776,FAT_DON_11,11801.624419264355
868129,FAT_DON_11,1571.4940933500554
871541,FAT_DON_11,135.343640189928
871585,FAT_DON_11,1.1585066390047714
873513,FAT_DON_11,97.08528854235188
873533,FAT_DON_11,19.449842925586907
878320,FAT_DON_11,11.435111697952435
879088,FAT_DON_11,5.6212523778221355
879089,FAT_DON_11,4.8560233268544355
879090,FAT_DON_11,4.982458725037663
879243,FAT_DON_11,33.30781524437639
883062,FAT_DON_11,9.858323979994625
883077,FAT_DON_11,28.498801407397035
883156,FAT_DON_11,815.7099680527994
883166,FAT_DON_11,9.23350172069754
886872,FAT_DON_11,29.655786693946386
887898,FAT_DON_11,59.77766827987214
887929,FAT_DON_11,51.002981030437915
888048,FAT_DON_11,4971.897310870196
888050,FAT_DON_11,13.852072686225322
888066,FAT_DON_11,8.516795454557858
888727,FAT_DON_11,395.14518968312524
888746,FAT_DON_11,241.03655989737354
888826,FAT_DON_11,1.059267900543122
888832,FAT_DON_11,89.5629702323641
888833,FAT_DON_11,1338.7800846493085
889201,FAT_DON_11,156.43418295539152
889204,FAT_DON_11,969.506076353878
890402,FAT_DON_11,2042.1151634260132
903510,FAT_DON_11,1.059267900543122
903814,FAT_DON_11,787.8114486190489
904306,FAT_DON_11,5642.349505660542
904314,FAT_DON_11,16.19483558240403
908290,FAT_DON_11,14.883434955245171
908338,FAT_DON_11,41.00198277906406
909954,FAT_DON_11,45.89843608937674
910954,FAT_DON_11,7.7397881789083804
911104,FAT_DON_11,6.7525623571053295
927666,FAT_DON_11,540.9289764801246
930942,FAT_DON_11,34.36192963960855
931276,FAT_DON_11,142.51677214614156
931277,FAT_DON_11,1.4525454885801927
935839,FAT_DON_11,16.83656047374483
936154,FAT_DON_11,30.211543326013715
937593,FAT_DON_11,5.0566939725833455
944562,FAT_DON_11,7.4766233548640635
945711,FAT_DON_11,3.5299132364574706
981539,FAT_DON_11,111.52597823727717
983952,FAT_DON_11,9.585611255525643
996285,FAT_DON_11,9.357743950075156
997348,FAT_DON_11,32.00445728019174
997350,FAT_DON_11,40.35293225405323
997352,FAT_DON_11,43.402861573449435
997353,FAT_DON_11,102.68220924560823
997872,FAT_DON_11,47.47224735582424
997884,FAT_DON_11,2430.40049081263
998088,FAT_DON_11,8.078672447502294
999410,FAT_DON_11,8886.565091102228
999412,FAT_DON_11,3733.454194396773
999413,FAT_DON_11,4059.304361351766
999415,FAT_DON_11,113.17193499131679
1000565,FAT_DON_11,12.116520445498287
1002364,FAT_DON_11,3.0337195441492244
1002367,FAT_DON_11,2621.049418690854
1002368,FAT_DON_11,6.427649481998803
1005994,FAT_DON_11,7.942689148894402
1005995,FAT_DON_11,1.8244969515108227
1005996,FAT_DON_11,5.913807030393642
1005999,FAT_DON_11,5.666097796840629
1006000,FAT_DON_11,8.014731227634476
1006003,FAT_DON_11,6.361515093325373
1006551,FAT_DON_11,31.60542062389403
1009846,FAT_DON_11,12.410559295073709
1028307,FAT_DON_11,15.855988469261618
1028803,FAT_DON_11,151.17012736430794
1031746,FAT_DON_11,1.059267900543122
