taxon,sample_id,tolerance,reaction,flux,abundance,metabolite,direction
AZC3J_1,T,1e-06,EX_12ppd__S_e,-0.0490456061418743,0.0021796675362447,12ppd__S_e,import
AZC3J_1,T,1e-06,EX_tsul_e,1.301493829592224e-06,0.0021796675362447,tsul_e,export
AZC3J_1,T,1e-06,EX_dtmp_e,-8.630221285766277e-06,0.0021796675362447,dtmp_e,import
AZC3J_1,T,1e-06,EX_citr__L_e,-0.0039355912695181,0.0021796675362447,citr__L_e,import
AZC3J_1,T,1e-06,EX_nh4_e,0.0778294453158571,0.0021796675362447,nh4_e,export
AZC3J_1,T,1e-06,EX_xyl__D_e,-1.190098934318926e-06,0.0021796675362447,xyl__D_e,import
AZC3J_1,T,1e-06,EX_mal__L_e,1.185407226799778e-06,0.0021796675362447,mal__L_e,export
AZC3J_1,T,1e-06,EX_ca2_e,-9.257747922450964e-05,0.0021796675362447,ca2_e,import
AZC3J_1,T,1e-06,EX_gthrd_e,-2.9701184872859147e-06,0.0021796675362447,gthrd_e,import
AZC3J_1,T,1e-06,EX_h2o_e,0.0644473033549899,0.0021796675362447,h2o_e,export
AZC3J_1,T,1e-06,EX_malt_e,-1.1097520495916986e-05,0.0021796675362447,malt_e,import
AZC3J_1,T,1e-06,EX_gua_e,-0.004303304231424,0.0021796675362447,gua_e,import
AZC3J_1,T,1e-06,EX_fe3_e,-0.000134999562101,0.0021796675362447,fe3_e,import
AZC3J_1,T,1e-06,EX_abt__L_e,1.7435525876624083e-06,0.0021796675362447,abt__L_e,export
AZC3J_1,T,1e-06,EX_met__D_e,-0.0028148094685528,0.0021796675362447,met__D_e,import
AZC3J_10,T,1e-06,EX_acgam_e,-1.3273437340666816e-06,0.0028945055105765,acgam_e,import
AZC3J_10,T,1e-06,EX_2mba_e,0.6538803563289057,0.0028945055105765,2mba_e,export
AZC3J_10,T,1e-06,EX_h2_e,-6.1916756813247056e-06,0.0028945055105765,h2_e,import
AZC3J_10,T,1e-06,EX_cu2_e,-1.67928792233973e-05,0.0028945055105765,cu2_e,import
AZC3J_10,T,1e-06,EX_inost_e,1.2748794114793468e-06,0.0028945055105765,inost_e,export
AZC3J_10,T,1e-06,EX_h_e,-8.234798021604271e-05,0.0028945055105765,h_e,import
AZC3J_10,T,1e-06,EX_ade_e,-0.0070149213730857,0.0028945055105765,ade_e,import
AZC3J_10,T,1e-06,EX_gcald_e,1.9946906748458336e-05,0.0028945055105765,gcald_e,export
AZC3J_10,T,1e-06,EX_ura_e,-0.0071955858166487,0.0028945055105765,ura_e,import
AZC3J_10,T,1e-06,EX_ncam_e,-3.393130669481203e-05,0.0028945055105765,ncam_e,import
