taxon,D-15Fryst_vs_16-0,D-6Fresk_vs_78-0,D-14_vs_24-0,D-3_vs_22-0,D-2_vs_71-0,D-4_vs_37-0,D-10_vs_12-0,D-14_vs_19-0,D-5Fryst_vs_36-0,D-4_vs_56-0,D-9Fryst_vs_3-0,D-5Fryst_vs_12-0,D-6Fresk_vs_24-0,D-14_vs_78-0,D-10_vs_36-0,D-14_vs_3-0,D-15Fryst_vs_77-0,D-15Fryst_vs_32-0,D-6Fresk_vs_19-0,D-9Fryst_vs_23-0,D-15Fryst_vs_75-0,D-15Fryst_vs_30-0,D-15Fryst_vs_88-0,D-13U_vs_22-0,D-2_vs_12-0,D-4_vs_54-0,D-4_vs_11-0,D-7Fryst_vs_78-0,D-10_vs_71-0,D-9Fryst_vs_59-0,D-4_vs_70-0,D-2_vs_36-0,D-5Fryst_vs_71-0,D-12_vs_18-0,D-7Fryst_vs_19-0,D-7Fryst_vs_24-0,D-12_vs_25-0,D-5Fryst_vs_88-0,D-5Fryst_vs_75-0,D-5Fryst_vs_30-0,D-12_vs_59-0,D-2_vs_32-0,D-2_vs_77-0,D-4_vs_89-0,D-4_vs_31-0,D-3_vs_19-0,D-3_vs_24-0,D-14_vs_22-0,D-4_vs_90-0,D-15Fryst_vs_71-0,D-9Fryst_vs_25-0,D-10_vs_88-0,D-9Fryst_vs_18-0,D-6Fresk_vs_22-0,D-10_vs_30-0,D-10_vs_75-0,D-3_vs_78-0,D-2_vs_16-0,D-13U_vs_19-0,D-10_vs_32-0,D-10_vs_77-0,D-5Fryst_vs_16-0,D-15Fryst_vs_36-0,D-13U_vs_24-0,D-7Fryst_vs_22-0,D-15Fryst_vs_12-0,D-12_vs_23-0,D-5Fryst_vs_77-0,D-5Fryst_vs_32-0,D-10_vs_16-0,D-13U_vs_78-0,D-2_vs_88-0,D-4_vs_33-0,D-2_vs_30-0,D-2_vs_75-0,D-10_vs_70-0,D-5Fryst_vs_11-0,D-5Fryst_vs_54-0,D-12_vs_78-0,D-2_vs_56-0,D-15Fryst_vs_31-0,D-15Fryst_vs_89-0,D-13U_vs_23-0,D-7Fryst_vs_25-0,D-12_vs_24-0,D-5Fryst_vs_70-0,D-12_vs_19-0,D-10_vs_54-0,D-10_vs_11-0,D-7Fryst_vs_18-0,D-15Fryst_vs_90-0,D-3_vs_59-0,D-4_vs_71-0,D-2_vs_37-0,D-10_vs_56-0,D-14_vs_18-0,D-5Fryst_vs_37-0,D-2_vs_70-0,D-4_vs_36-0,D-3_vs_23-0,D-14_vs_25-0,D-15Fryst_vs_33-0,D-9Fryst_vs_22-0,D-6Fresk_vs_18-0,D-5Fryst_vs_56-0,D-6Fresk_vs_25-0,D-13U_vs_59-0,D-10_vs_37-0,D-4_vs_12-0,D-2_vs_54-0,D-2_vs_11-0,D-15Fryst_vs_37-0,D-6Fresk_vs_59-0,D-6Fresk_vs_3-0,D-13U_vs_25-0,D-2_vs_90-0,D-2_vs_3-0,D-4_vs_16-0,D-13U_vs_18-0,D-10_vs_33-0,D-2_vs_89-0,D-4_vs_32-0,D-4_vs_77-0,D-2_vs_31-0,D-5Fryst_vs_33-0,D-14_vs_59-0,D-7Fryst_vs_23-0,D-15Fryst_vs_56-0,D-12_vs_22-0,D-10_vs_90-0,D-15Fryst_vs_11-0,D-15Fryst_vs_54-0,D-14_vs_23-0,D-3_vs_25-0,D-2_vs_33-0,D-4_vs_88-0,D-3_vs_18-0,D-4_vs_30-0,D-4_vs_75-0,D-7Fryst_vs_59-0,D-5Fryst_vs_89-0,D-5Fryst_vs_31-0,D-9Fryst_vs_78-0,D-7Fryst_vs_3-0,D-10_vs_89-0,D-6Fresk_vs_23-0,D-9Fryst_vs_19-0,D-10_vs_31-0,D-5Fryst_vs_90-0,D-15Fryst_vs_70-0,D-9Fryst_vs_24-0,D-9Fryst_vs_90-0,D-6Fresk_vs_12-0,D-5Fryst_vs_24-0,D-4_vs_25-0,D-4_vs_18-0,D-3_vs_30-0,D-3_vs_75-0,D-3_vs_88-0,D-12_vs_70-0,D-5Fryst_vs_19-0,D-14_vs_36-0,D-10_vs_78-0,D-7Fryst_vs_71-0,D-13U_vs_16-0,D-13U_vs_77-0,D-10_vs_19-0,D-13U_vs_32-0,D-9Fryst_vs_89-0,D-14_vs_12-0,D-12_vs_11-0,D-9Fryst_vs_31-0,D-12_vs_54-0,D-5Fryst_vs_78-0,D-6Fresk_vs_36-0,D-10_vs_24-0,D-6Fresk_vs_71-0,D-3_vs_16-0,D-2_vs_78-0,D-9Fryst_vs_33-0,D-12_vs_56-0,D-13U_vs_88-0,D-15Fryst_vs_22-0,D-13U_vs_75-0,D-13U_vs_30-0,D-7Fryst_vs_12-0,D-2_vs_19-0,D-3_vs_32-0,D-3_vs_77-0,D-7Fryst_vs_36-0,D-14_vs_71-0,D-12_vs_37-0,D-10_vs_3-0,D-2_vs_24-0,D-14_vs_88-0,D-9Fryst_vs_56-0,D-12_vs_33-0,D-7Fryst_vs_77-0,D-7Fryst_vs_32-0,D-14_vs_75-0,D-14_vs_30-0,D-3_vs_36-0,D-4_vs_23-0,D-5Fryst_vs_22-0,D-6Fresk_vs_75-0,D-6Fresk_vs_30-0,D-10_vs_22-0,D-6Fresk_vs_88-0,D-13U_vs_71-0,D-7Fryst_vs_16-0,D-9Fryst_vs_37-0,D-3_vs_12-0,D-9Fryst_vs_70-0,D-15Fryst_vs_24-0,D-13U_vs_36-0,D-14_vs_16-0,D-13U_vs_3-0,D-12_vs_90-0,D-6Fresk_vs_77-0,D-6Fresk_vs_32-0,D-15Fryst_vs_19-0,D-2_vs_22-0,D-6Fresk_vs_16-0,D-15Fryst_vs_78-0,D-14_vs_77-0,D-14_vs_32-0,D-7Fryst_vs_75-0,D-13U_vs_12-0,D-7Fryst_vs_30-0,D-12_vs_89-0,D-9Fryst_vs_54-0,D-12_vs_31-0,D-9Fryst_vs_11-0,D-7Fryst_vs_88-0,D-4_vs_3-0,D-5Fryst_vs_3-0,D-4_vs_59-0,D-3_vs_71-0,D-9Fryst_vs_32-0,D-9Fryst_vs_77-0,D-12_vs_12-0,D-13U_vs_89-0,D-15Fryst_vs_23-0,D-3_vs_3-0,D-14_vs_11-0,D-14_vs_54-0,D-13U_vs_31-0,D-7Fryst_vs_56-0,D-6Fresk_vs_70-0,D-2_vs_25-0,D-6Fresk_vs_11-0,D-6Fresk_vs_54-0,D-13U_vs_90-0,D-7Fryst_vs_37-0,D-14_vs_70-0,D-9Fryst_vs_16-0,D-12_vs_36-0,D-2_vs_18-0,D-3_vs_33-0,D-12_vs_71-0,D-5Fryst_vs_18-0,D-14_vs_37-0,D-7Fryst_vs_70-0,D-3_vs_31-0,D-4_vs_19-0,D-3_vs_89-0,D-4_vs_24-0,D-12_vs_3-0,D-15Fryst_vs_3-0,D-6Fresk_vs_56-0,D-5Fryst_vs_25-0,D-3_vs_90-0,D-6Fresk_vs_37-0,D-15Fryst_vs_59-0,D-10_vs_25-0,D-7Fryst_vs_11-0,D-10_vs_18-0,D-13U_vs_33-0,D-7Fryst_vs_54-0,D-9Fryst_vs_88-0,D-14_vs_56-0,D-9Fryst_vs_30-0,D-9Fryst_vs_75-0,D-4_vs_78-0,D-6Fresk_vs_33-0,D-15Fryst_vs_18-0,D-7Fryst_vs_90-0,D-3_vs_54-0,D-3_vs_11-0,D-9Fryst_vs_71-0,D-15Fryst_vs_25-0,D-13U_vs_37-0,D-10_vs_59-0,D-3_vs_70-0,D-14_vs_33-0,D-7Fryst_vs_31-0,D-13U_vs_56-0,D-12_vs_88-0,D-12_vs_75-0,D-12_vs_30-0,D-7Fryst_vs_89-0,D-5Fryst_vs_59-0,D-2_vs_23-0,D-5Fryst_vs_23-0,D-4_vs_22-0,D-3_vs_37-0,D-2_vs_59-0,D-14_vs_89-0,D-9Fryst_vs_12-0,D-12_vs_77-0,D-12_vs_32-0,D-7Fryst_vs_33-0,D-13U_vs_11-0,D-13U_vs_54-0,D-6Fresk_vs_90-0,D-14_vs_31-0,D-3_vs_56-0,D-13U_vs_70-0,D-9Fryst_vs_36-0,D-12_vs_16-0,D-6Fresk_vs_31-0,D-14_vs_90-0,D-10_vs_23-0,D-6Fresk_vs_89-0
469596,2232,0,6941,14489,12943,8581,0,6827,0,8002,0,0,0,2652,0,2882,8492,6596,0,0,5580,4862,2044,9614,2839,6431,14137,0,0,0,8280,6419,0,2626,0,0,6826,0,0,0,4734,5517,5493,5020,8322,3113,6879,6567,1420,7312,0,0,0,0,0,0,15179,8589,5270,0,0,0,5873,4514,0,7316,6083,0,0,0,8492,1217,7947,7726,9981,0,0,0,14843,8476,3433,7447,6487,0,11515,0,2756,0,0,0,1488,5511,12196,8857,0,1386,0,9766,5186,7093,12175,2379,0,0,0,0,8644,0,3513,7507,1901,2775,0,0,5810,2847,4118,6687,1212,0,5373,5224,7543,11449,0,3221,0,5947,9950,0,4122,9839,4399,5474,8689,1434,1155,6291,7194,0,0,0,0,0,0,0,0,0,0,6535,0,0,0,0,14081,895,7047,5505,2035,6531,0,5080,0,0,14628,4685,0,5822,0,2669,14438,0,6407,0,0,0,0,3275,9502,0,10398,1519,9295,9307,7753,0,3360,5795,8316,0,9657,9958,0,7786,1167,0,5387,0,0,13154,8452,6109,4534,0,0,0,0,0,8976,0,0,7145,0,7827,3668,7973,4410,4716,0,0,4910,10197,0,8394,4771,6394,0,8009,0,3528,0,5649,0,0,2629,0,6440,6595,0,0,5944,7896,6335,2885,1159,5974,7411,0,0,5930,0,0,1635,0,8195,0,3948,1358,2979,15051,0,9251,0,4025,4151,4420,8510,3010,2966,0,0,3409,0,4627,0,0,0,6041,0,0,8300,0,0,2493,0,1542,0,4798,12243,0,5609,10482,0,4817,8144,0,7457,1522,10524,5985,0,0,7110,0,6575,2638,5030,5783,0,12186,6293,0,6071,5720,0,7582,5662,7917,0,21514,0,2318,0,0
470145,29828,89588,24087,8516,32086,45574,14093,42296,16008,30296,19664,9334,47336,49718,47978,8026,47871,51661,43502,32596,26209,62735,23864,6711,9957,142716,38844,81388,30663,29021,14666,12001,25953,21590,35877,20000,39525,15314,8902,34685,54236,53982,28336,42944,51819,41173,34525,7287,24277,27824,39890,37962,9940,8510,39604,43835,85869,14552,29303,44176,47929,21340,33373,28982,9323,8782,34258,31835,23419,32515,66299,20530,46487,69051,23675,20036,30962,131042,49340,31940,27731,25467,35160,24352,58069,16183,46223,157498,38147,3178,19668,36635,33136,22126,27199,7771,34676,10036,23116,30976,30874,18575,9931,49362,26885,49033,19564,48849,13971,81675,28066,27034,41843,50965,71183,21174,8649,28447,40855,45625,31308,51107,37002,27483,47743,34322,32775,28389,7961,46113,37338,135130,35811,48787,20201,11324,45190,43743,11723,25406,52703,34396,76623,6579,74862,29214,56537,60032,42617,17729,27513,42819,18594,24582,43585,18329,44046,45551,26710,18604,49437,13468,88199,18907,23395,21470,41173,31513,56059,8221,36292,30049,150451,77728,48498,47144,36149,30985,57992,44600,35009,49703,8397,10674,40065,8997,37091,44176,47929,23010,30014,16111,53952,30845,18920,24012,18481,35757,35671,16466,54409,47966,47144,7848,39965,45389,8516,23933,14171,20936,58379,19537,17123,50839,44421,25026,11703,14838,45412,44176,43906,9263,39714,87165,35283,41326,12843,15929,34627,25527,134017,30581,31834,19169,5025,17498,32670,34616,49037,41794,9860,44933,39905,35102,37416,75110,57948,18530,20830,29252,38254,158562,34693,46843,11263,37170,25044,6299,45290,47979,14345,27806,13056,59980,58063,75801,35570,18214,22931,32182,43503,42904,38268,45905,59371,23090,43601,59730,122957,27470,37331,54263,31580,76713,44744,19844,42513,128509,38783,23990,49778,43976,36303,20301,18701,14675,16408,23586,26514,61600,24233,31504,43595,37278,9931,45128,32758,33023,5627,46393,48088,44376,24450,121690,41474,18688,28624,11888,45700,37507,57920,20400,35393,75545
470146,39725,72905,28379,80330,30477,42482,47890,16424,36812,52408,61441,37967,49452,60003,45738,50127,44921,42172,44978,7252,38108,14909,19715,65440,50863,25681,8578,83972,36331,71601,99888,40072,42917,40786,19132,56740,30341,17893,31862,21179,59734,108599,52171,5435,23961,16262,56962,61275,4789,51949,33396,22301,8033,76088,14785,46838,74219,77003,24481,58404,37957,31089,45724,22935,60200,33142,19850,48805,102262,12679,57904,12051,19783,38242,53369,43733,9761,40198,57155,69511,18578,32657,9671,25503,30193,69644,17532,22582,69974,13067,17809,91716,34306,45753,55905,9237,47728,75086,25751,6448,37043,9806,81310,11756,51440,51237,53324,22714,57447,28283,2360,52362,51426,18650,29859,5983,52422,46080,9021,5647,10342,94382,34524,22444,22352,73090,4578,51999,64328,8555,119400,21089,8350,49431,25937,15083,11073,20345,28408,99069,8208,17935,69000,27781,37930,6590,21300,22997,5111,32616,45057,8446,51618,50661,36297,10775,15606,40523,22301,86692,17393,45482,73241,27182,24972,28502,11389,65525,8794,21921,160739,19162,28329,59973,49308,49452,35948,14113,60420,19288,80829,15408,78276,52945,28311,53096,21089,58588,36160,23900,44459,168840,19599,38335,14060,55961,19416,22986,94857,45271,29696,44565,6631,66716,54472,13628,74749,13246,46343,39149,50086,47238,67632,33736,33654,75602,46401,25135,43754,59960,45127,58837,56731,73604,31829,48801,17609,34854,13736,9873,28896,21060,8369,25908,56359,60648,39947,32978,92246,28236,39260,12701,9456,21421,14242,33775,14394,50646,54989,53161,46653,21126,10957,44248,47178,59990,35610,8734,6334,37567,10486,63275,76414,22510,14414,7273,50020,53995,33266,62497,38441,8553,94928,58414,42267,45416,10394,14350,21281,8489,69959,53892,39048,58630,6021,14435,7273,22183,90452,34862,30726,39541,97827,40070,17006,9724,49299,12521,42521,32082,13729,105886,5831,7671,91387,25321,131924,20303,73429,35618,33800,8637,114101,20668,3336,18031,47432,33927,30450,132251,22001,8057,6584,5068
471870,11587,36746,18650,5920,26000,12881,18158,34174,26159,158114,25709,9146,35705,39302,25427,32500,15833,12084,97903,167654,23612,53081,18592,3696,9146,28053,10814,27407,28823,30607,5552,25801,25648,20698,29346,13123,26221,20203,16257,16955,31220,10000,8831,22025,30727,30360,32820,3604,35068,33282,13674,19607,18283,4330,39050,23785,33324,6743,40898,20673,12493,5955,25453,26736,1729,17899,263474,8919,10523,11531,32030,26252,141159,36252,28993,5220,11426,30701,33054,177906,41408,20343,170517,14650,27646,9839,21219,32922,6655,11574,13543,31490,26987,12814,524987,23310,12280,9394,26440,232428,20119,162122,4842,34996,177906,30094,26828,11608,8708,27955,10951,10752,28112,36132,28870,33508,30229,5955,29413,198859,23060,10285,9002,30695,159091,37372,93665,587428,5064,37460,6508,36566,162990,30187,220130,20010,33422,19220,17515,26748,23307,31781,35910,10849,20795,271024,36659,68719,33612,6391,15967,25589,18732,24073,27155,21381,38280,23871,17245,5548,31891,23605,36031,11387,12381,9111,39005,18283,17703,9807,6760,62752,33180,30384,27226,33947,35701,11354,29252,673201,465085,28025,4330,12220,20463,9968,37176,20073,11191,27565,20727,11020,28567,25307,23338,529096,392962,11024,10870,15561,31589,25312,150116,2174,23517,55817,5582,12427,13402,2554,13808,16865,5067,37738,27941,8446,18767,17358,18278,13278,97004,1581,5949,36746,10620,16542,12072,21993,10205,11844,33342,56347,12364,22580,14420,26531,34747,30211,17527,9465,15849,16115,264057,25993,16571,33609,60519,137714,6262,26697,6520,36774,26198,16233,7478,10708,25616,22445,110861,29724,21097,13619,2880,67898,32841,14780,30224,25924,30375,536763,25090,37510,10507,29284,29970,5804,33255,200129,32476,25721,430588,24170,15352,29101,208786,33120,27490,27526,6327,17435,26714,20027,30946,4098,672560,35206,498062,15177,27316,38265,15779,34258,158849,150116,2019,12976,35591,22096,13280,12377,18831,114499,6617,28579,13850,58079,441414,4532,25494,6230,61935,27127,254532,7812
471875,20911,7784,24039,18446,19021,14811,6516,26396,25879,32574,20665,3917,17127,5428,17716,30093,28469,26757,38367,64250,31616,27157,30208,36535,4765,8486,13877,5328,17202,19648,12739,24172,19375,9162,22563,13138,18160,13678,14479,7942,19119,28108,25752,14648,25726,20383,19902,8420,3949,29817,10705,25264,4654,14207,10393,23914,10118,19707,65165,21332,23208,10284,35486,31320,8542,18429,47497,17596,31415,15022,15925,19775,8737,14453,28777,27515,16028,8987,22681,32890,31101,21600,66686,6888,19749,16208,16165,10191,19680,4492,39686,15541,22554,14637,24802,3851,14117,24454,25047,33709,12427,29005,8330,4657,21721,13974,46732,20069,4991,8124,2861,26117,12757,20171,41268,4645,28029,19740,13097,12745,15320,27660,24766,26042,8686,15381,60373,23666,35645,33844,26398,29991,60806,12857,10501,20422,4021,8104,11890,25178,4592,24873,5186,11999,30572,34947,23406,17548,5168,15706,17908,6176,9066,16098,12941,4768,11139,27145,20173,29421,15476,23747,19931,6725,49989,26667,19586,53678,9504,4872,13892,20546,11941,5203,19473,24989,20339,14059,5357,10310,27061,50003,44037,39715,39397,5233,22652,21895,23366,37893,13852,14672,23299,25832,20643,20624,13557,23427,34546,29889,14907,23196,60059,9104,21616,12846,33392,11061,9959,11273,9992,7758,14337,45372,49724,19093,40182,31294,21052,21273,40135,10861,19774,31269,22041,33347,11618,40167,4908,12608,8097,18995,3172,19648,13595,14880,15101,11563,30204,16161,6075,31304,55889,22891,2741,8645,41172,12480,10929,10672,8460,10083,36660,10467,22595,10326,20282,3896,8532,23722,5583,15295,11643,18201,19782,11549,25010,27598,21891,21410,10995,11068,10224,29680,16169,14229,3945,33541,6570,8044,32687,11497,32293,5357,6428,20107,4827,9341,8023,11055,26578,44282,15361,11117,11078,14001,8775,17827,30356,12020,12780,16635,60969,47517,11224,13081,15527,17078,5928,24610,21454,9027,28883,45617,3228,22420,23680,12477,14869,16444,17282,5311,29255,8280
476272,2955,0,25261,4236,12988,5748,7638,7681,4541,8305,0,3614,0,4006,6539,3549,4910,6199,0,0,2037,5227,7832,4121,4111,1376,12016,0,10437,0,9799,4426,11230,587,0,0,5212,9825,4085,6804,5752,5870,4334,3205,3965,8761,8945,1994,1810,5031,0,15783,0,0,5534,3186,5619,10244,12743,9142,6896,7469,4957,11585,0,7412,3559,4474,4972,7924,3737,9992,2540,9547,4551,7239,14680,1539,4500,9510,3348,4658,2832,0,21064,13806,4641,6255,15218,0,1932,6966,9717,9667,9607,402,9292,10907,8681,3340,5005,2109,0,0,11518,0,10935,8003,3028,1961,6419,3287,0,0,4124,3694,7160,6323,433,10592,4964,4435,4771,7306,3608,6306,0,4303,4365,7796,4200,1498,2144,6920,4926,8343,362,6116,4988,0,4538,5658,0,0,10597,0,0,4620,2215,6621,0,0,0,23717,4627,727,6292,3895,9349,8019,8106,3691,7199,0,13742,4532,12904,5114,0,4487,14202,0,3382,4857,0,25808,0,4027,4061,0,10687,8642,2912,4197,9622,0,12141,4932,4167,0,10004,6326,3799,23466,4416,0,3050,0,0,2951,7352,4980,1436,3515,0,0,6458,0,10634,0,0,9825,0,10004,4723,6368,5058,4031,0,0,12238,3769,0,4343,2531,4885,0,9903,0,2696,0,5489,0,0,4487,5733,9808,4494,0,0,7450,5457,2461,2885,3349,1482,4073,0,0,4023,0,0,3686,0,8934,0,4533,353,2533,12699,676,4895,0,4219,8939,3151,29723,4359,3176,0,5518,3005,0,8197,5697,0,515,3940,0,0,10305,0,0,4915,0,624,0,2567,12174,0,5992,7509,8594,8268,3091,0,10824,7298,4031,6413,0,7885,2871,2667,2927,3620,12468,4785,0,4658,6476,0,11750,2094,0,3899,6349,8754,0,15329,0,2511,5476,0
479436,130,331,129,1443,6152,0,312,203,207,0,247,262,776,112,369,240,3748,4315,180,102,72,64,202,399,217,0,0,95,5782,381,0,187,5334,4410,67,168,533,128,193,108,299,1385,1240,0,0,72,205,519,0,3945,245,80,3036,828,85,65,189,83,228,985,2177,175,1333,137,239,427,95,1403,766,48,108,72,0,325,263,212,64,73,266,368,3378,140,152,336,178,576,84,97,59,11812,2157,300,0,170,76,3010,123,524,0,106,265,133,220,5262,650,2085,923,111,0,72,35,740,2033,71,266,1253,263,0,3312,45,126,0,0,5131,97,269,73,51,1056,1598,205,295,104,563,100,0,4490,0,0,321,482,4336,129,117,145,224,168,5051,1335,206,110,1662,443,140,0,0,62,93,89,383,73,192,197,3443,148,1584,82,2054,158,229,81,3580,84,105,814,178,4262,58,99,111,167,120,952,74,90,176,118,615,2157,417,4221,180,66,99,81,118,87,1687,674,259,337,415,0,483,72,63,1071,266,4277,60,353,309,466,829,717,106,74,2455,3807,4315,216,211,217,360,1351,1471,107,567,98,71,75,4761,61,194,0,492,0,3435,1130,1423,317,134,143,123,78,75,3769,179,226,271,225,400,1124,103,464,112,307,3912,45,5571,4399,277,200,3788,0,191,0,73,77,276,198,1413,626,1911,615,62,4308,144,197,80,380,337,252,0,172,4048,1369,96,75,4720,1970,303,201,155,107,10169,122,84,115,135,113,260,85,133,0,79,328,147,417,2265,1390,62,166,72,2760,3517,123,251,190,83,5237,1587,77,92
479437,6313,3641,7175,0,0,0,0,1735,0,0,0,0,3048,3923,0,7366,15096,1781,2344,0,589,971,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,0,4452,0,0,0,1746,0,0,0,0,0,0,0,0,5526,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,1907,0,0,0,0,0,0,0,0,2083,0,0,0,0,855,0,0,0,0,4751,2090,0,1383,0,2344,0,0,0,0,0,2392,2105,1929,0,0,0,0,0,0,0,0,0,0,0,4558,0,7490,0,0,75188,1390,1425,0,0,0,0,0,0,0,0,0,0,0,0,1326,0,0,0,2334,0,0,1064,0,0,0,0,0,0,0,0,3756,0,0,0,0,0,0,0,531,0,0,0,0,3609,0,3306,0,0,0,0,0,2704,0,0,0,0,0,0,0,7150,0,0,0,798,0,0,0,0,826,840,0,0,0,800,1167,0,757,0,0,0,0,0,4049,0,8750,0,0,3676,1584,2280,0,18996,4863,9918,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,0,5207,856,0,0,1586,0,28400,1343,0,0,2945,0,0,0,0,0,0,4894,0,0,0,0,0,0,3357,2880,0,0,4823,8034,0,0,0,0,0,0,15733,0,0,0,1621,1308,0,0,0,0,4698,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,1463,0,0,0,0,0,0,1716,858,0,0,0,0,461,1862,0,1770
483215,12089,33074,14587,13702,23783,44377,9138,23484,14220,15019,43783,6836,30067,14020,23124,38434,15456,19279,21145,10321,44999,19216,29641,9530,5180,37084,16402,16638,17223,23738,6681,19056,18214,20385,13227,5384,40019,24916,36440,10079,18445,20846,7471,20399,24215,25393,18132,8191,22369,16602,40695,21981,12048,13987,25772,48826,27478,8199,20086,14221,27396,10506,20683,16245,10378,8620,13858,13840,18384,24272,16358,26346,32519,28077,56680,24725,16232,40917,31654,11807,20591,25581,14496,39287,25334,12832,15241,53164,7314,4641,13163,19265,23539,27979,25519,15818,44387,10255,14161,9955,43500,25222,9737,22577,13871,31331,23690,28402,7209,35733,15885,16772,18678,20964,39852,20773,43417,13498,14412,32497,17911,19382,11485,32171,46211,16866,15880,16883,13702,37169,8119,28713,10321,36036,38361,27009,17488,10500,43118,9612,21184,24587,14802,17563,27876,25478,22211,25649,20434,16574,14762,25077,8443,7116,42016,14036,19068,44342,21981,26796,17343,15968,29691,8852,26444,23726,19914,15371,22819,6179,7508,22531,33915,16814,23599,29715,17883,31280,10389,37217,29421,21632,9700,31084,21376,6648,10956,14765,19238,17631,18931,28866,18915,15224,26584,8814,97671,19020,15090,54689,25421,22822,10321,9937,32373,24028,14373,35470,17068,2573,32999,9421,14424,24163,19195,7885,29865,15968,21434,17696,19632,8276,10839,20644,12207,19154,36804,14850,12414,13811,33826,28123,14035,32208,19976,33143,24934,17323,18958,14364,11134,22382,8522,18815,15209,34463,20143,8891,19785,47973,7593,44603,20277,26064,11054,23729,19628,15178,24206,18689,13613,25671,8081,20137,15486,17413,13785,24749,19198,25978,30573,33735,23205,15721,45177,11141,19836,49848,43013,21423,12854,24830,53419,15568,29496,22500,16020,26558,8691,19795,35904,29620,21458,23539,39835,10106,10407,19169,61576,26890,20995,22001,8951,14563,9641,18166,19178,21781,5707,17299,14342,45847,7742,29667,21090,22114,26172,10089,15283,12350,27001,26149,17525,14606
483216,37463,0,0,0,13641,52141,0,0,16420,17938,0,30457,0,0,0,0,39862,57494,0,0,122842,69494,52438,0,29615,51906,32258,28568,0,0,37597,16941,13510,0,25243,10070,0,27027,76745,17014,0,79566,16348,69263,41148,0,0,0,67983,25682,0,0,0,0,0,0,0,21622,0,0,0,23184,38291,0,13937,58173,0,15385,72533,0,0,93104,116303,36648,134067,0,31452,54074,0,17721,67404,17213,0,37163,0,44498,0,0,0,15184,33233,0,14155,50134,0,0,49459,46485,17384,0,0,35599,0,0,16648,0,0,0,31006,49572,25098,58626,0,0,0,77663,34784,21806,0,0,72291,90128,16818,39365,127255,0,69777,31493,0,0,34649,68057,0,0,115090,29672,0,17983,64728,13542,63423,38912,0,18678,0,0,0,0,56660,54460,0,0,0,25056,64075,20547,0,0,0,0,81322,0,0,10855,0,0,0,0,0,0,0,0,0,32646,0,0,0,0,32895,0,0,0,14395,0,0,30776,85341,0,0,17940,0,0,0,19041,0,0,0,16701,71764,0,0,0,81547,16128,0,0,0,0,0,17504,0,0,0,52208,0,0,0,0,0,0,55091,16749,0,42783,0,0,64967,0,21392,0,0,0,0,38905,15512,39998,13661,0,0,0,0,0,43946,0,0,0,0,7160,0,60815,0,0,0,37881,0,0,0,18337,0,0,20594,0,32618,0,84114,0,27124,0,76601,0,55599,0,0,57027,0,23406,0,0,56732,0,0,0,0,33023,0,52127,58694,0,0,0,152576,0,0,0,0,19494,0,0,0,0,15752,13203,83208,75486,16879,0,13477,0,0,0,0,88846,0,0,0,0,0,0,0,0,0,0,0,0
483217,28315,27014,47114,30281,48321,37142,61430,57322,43865,9657,14056,42411,148793,8311,47290,9316,30403,59833,142945,113034,103863,107721,99207,16193,31551,39965,111872,16897,32864,25589,26575,41562,43234,100409,84137,30165,94978,61658,51049,16687,106425,55936,8016,130705,70701,162170,134969,9739,85808,54469,25869,72994,19353,34148,53054,41421,26479,18448,73441,58134,31025,17381,52908,45355,40535,48125,162783,8069,99311,18535,12650,76937,66026,34356,92283,24756,126501,48106,25870,9595,151797,81566,119440,9454,84979,30652,67528,64924,9285,6564,29807,79588,41902,37963,56868,21458,59079,34307,41138,139688,22199,31729,22845,87253,8835,125087,21513,20679,27053,37800,124511,18678,109692,19040,56171,96759,16169,17079,25654,36085,117865,62114,8244,70888,52547,1817,174443,31087,27518,82133,22545,59029,127590,89025,64748,54927,59636,15322,45495,15923,99882,61022,14294,10261,87082,148146,70264,125887,102088,42486,62586,103590,62192,51196,25077,21029,101372,94104,81885,30612,120906,34173,24570,30367,20232,49748,92847,62391,76705,57692,52537,88976,53386,30760,60165,50848,56908,50355,17228,34331,32982,88528,28824,40781,24407,31302,131870,57803,33565,42525,37641,16648,7657,91336,62381,8563,42305,10555,62613,31951,19831,48800,155789,63884,103289,123557,26515,100520,33615,7446,23519,50660,16853,137596,67557,8783,4789,45485,31535,63463,159553,42244,42288,30421,35267,63581,43470,63139,14774,30917,45226,111513,19716,77069,9924,38616,19993,64381,50665,58627,58257,66032,145727,16523,23187,29304,85281,5638,36608,28469,55827,60867,54697,24171,6585,16740,55791,17203,43782,85808,26023,21965,21842,122636,119804,83008,58130,26625,18670,29765,27408,97765,18462,68444,54558,47557,42477,31387,38883,42843,12325,23914,42341,18723,43741,58243,76878,55501,49405,46150,80934,24523,22730,42127,23192,56198,10670,98922,110047,83091,47972,15541,167249,172189,51618,20834,20376,60077,36270,30866,59442,75571,9126,58494,28631,88807,39472,14966,48293,38886,125558,68333,187965,35491
