taxon,donor,donor_abundance
206672,D-3,449.415058426488
206672,D-10,510.875771670492
206672,D-2,445.935502822718
206672,D-5Fryst,312.619178172947
206672,D-14,3390.16387288932
426355,D-6Fresk,13.8806778921137
426355,D-7Fryst,9.53348115686073
426355,D-15Fryst,29.6216918859908
426355,D-13U,20.4721658667864
426355,D-4,72.6801064917675
426355,D-12,47.9927644631768
426355,D-9Fryst,12.7278398730925
426355,D-3,22.886877975423
426355,D-10,25.7584422691004
426355,D-2,9.36347512488646
426355,D-5Fryst,10.7799716611361
426355,D-14,54.0190946779068
553174,D-6Fresk,115.011331106085
553174,D-7Fryst,99.7348797948507
553174,D-15Fryst,49.8891652816686
553174,D-13U,71.6525805337526
553174,D-4,121.133510819613
553174,D-12,71.4310912940306
553174,D-9Fryst,73.1850792702816
553174,D-3,133.992267419749
553174,D-10,76.5598145220484
553174,D-2,76.6634525850079
553174,D-5Fryst,122.173012159542
553174,D-14,33.5290932483559
1397694,D-6Fresk,25.7784017996398
1397694,D-7Fryst,10.2668258612346
1397694,D-15Fryst,26.5036190558865
1397694,D-13U,5.11804146669661
1397694,D-4,10.6597489521259
1397694,D-12,22.3222160293846
1397694,D-9Fryst,6.36391993654623
1397694,D-3,12.0676265688594
1397694,D-10,14.3102457050558
1397694,D-2,12.2895611014135
1397694,D-5Fryst,10.7799716611361
1397694,D-14,15.8331829228347
1178544,D-6Fresk,1.98295398458768
1178544,D-7Fryst,2.93337881749561
1178544,D-15Fryst,12.4722913204172
1178544,D-13U,10.2360829333932
1178544,D-4,6.7834766058983
1178544,D-12,44.0863766580345
1178544,D-9Fryst,3.18195996827311
1178544,D-3,7.90637602787341
1178544,D-10,6.4396105672751
1178544,D-2,5.85217195305404
1178544,D-5Fryst,8.08497874585207
1178544,D-14,12.1077281174619
469617,D-6Fresk,23.7954478150521
469617,D-7Fryst,20.5336517224693
469617,D-15Fryst,10.913254905365
469617,D-13U,5.11804146669661
469617,D-4,30.3641333787829
469617,D-12,44.6444320587692
469617,D-9Fryst,14.8491465186079
469617,D-3,22.4707529213244
469617,D-10,17.8878071313197
469617,D-2,442.424199650885
469617,D-5Fryst,24.2549362375562
469617,D-14,12.5734099681335
1384484,D-6Fresk,81.3011133680948
1384484,D-7Fryst,58.6675763499122
1384484,D-15Fryst,371.050666782411
1384484,D-13U,179.131451334381
1384484,D-4,89.1542639632348
1384484,D-12,270.098813955553
1384484,D-9Fryst,105.004678953013
1384484,D-3,114.434389877115
1384484,D-10,165.283337893394
1384484,D-2,100.072140397224
1384484,D-5Fryst,84.443111345566
1384484,D-14,416.319574500419
1121100,D-6Fresk,109964.71321531
1121100,D-7Fryst,69628.8796461889
1121100,D-15Fryst,58332.9065055911
1121100,D-13U,108016.265154632
1121100,D-4,127979.330805746
1121100,D-12,47010.5869578839
1121100,D-9Fryst,74389.9814449344
1121100,D-3,165189.578850576
1121100,D-10,140461.50120569
1121100,D-2,66442.0490518037
1121100,D-5Fryst,102222.877938666
1121100,D-14,18800.9733571649
450749,D-6Fresk,6787.65148924362
450749,D-7Fryst,1688.15950946872
450749,D-15Fryst,3467.29698707597
450749,D-13U,2159.81349894597
450749,D-4,581.117829238621
450749,D-12,2059.22442871073
450749,D-9Fryst,4641.41894038772
